# gunzip -c exp/tri2/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang 
# Started at Fri Mar 12 16:40:48 CET 2021
#
analyze_phone_length_stats.py: WARNING: optional-silence SIL is seen only 48.4848484848% of the time at utterance begin.  This may not be optimal.
analyze_phone_length_stats.py: WARNING: optional-silence SIL is seen only 32.3232323232% of the time at utterance end.  This may not be optimal.
At utterance begin, SIL accounts for 48.5% of phone occurrences, with duration (median, mean, 95-percentile) is (10,19.4,51) frames.
At utterance end, kk_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (3,3.0,3) frames.
At utterance end, ss_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (3,3.0,3) frames.
At utterance end, pp_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.0,11) frames.
At utterance end, ou_S accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (16,16.0,16) frames.
At utterance end, in_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.0,10) frames.
At utterance end, ch_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (3,3.0,3) frames.
Overall, nonsilence accounts for 88.5% of phone occurrences, with duration (median, mean, 95-percentile) is (7,10.2,32) frames.
Overall, SIL accounts for 10.1% of phone occurrences, with duration (median, mean, 95-percentile) is (13,17.8,46) frames.
Overall, aa_E accounts for 6.2% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.8,22) frames.
Overall, kk_B accounts for 4.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.4,16) frames.
Overall, ii_E accounts for 4.4% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.9,28) frames.
Overall, ai_B accounts for 4.3% of phone occurrences, with duration (median, mean, 95-percentile) is (6,10.5,29) frames.
Overall, pp_B accounts for 3.2% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.8,15) frames.
Overall, nn_E accounts for 2.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,15.4,44) frames.
Overall, ou_E accounts for 2.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,10.2,38) frames.
Overall, ii_I accounts for 2.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,8.1,21) frames.
Overall, aa_I accounts for 2.4% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.0,17) frames.
Overall, nn_B accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (7,13.3,35) frames.
Overall, ss_B accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (11,9.9,16) frames.
Overall, ss_E accounts for 1.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.9,13) frames.
Overall, aa_B accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,10.6,30) frames.
Overall, tt_B accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,9.1,15) frames.
Overall, mm_B accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,11.3,23) frames.
Overall, au_E accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (4,7.4,19) frames.
Overall, rr_I accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (4,7.3,15) frames.
Overall, dd_B accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (4,10.8,28) frames.
Overall, sil_S accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (17,32.4,64) frames.
Overall, an_I accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (4,8.0,21) frames.
Overall, ll_B accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.4,19) frames.
Overall, an_S accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.1,25) frames.
Overall, ai_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (4,8.0,18) frames.
Overall, ww_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.7,15) frames.
Overall, tt_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.1,16) frames.
Overall, mm_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (6,12.6,32) frames.
Overall, ou_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (3,6.1,19) frames.
Overall, an_E accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (6,13.5,30) frames.
Overall, ei_E accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (5,11.3,33) frames.
Overall, ll_I accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (4,7.0,17) frames.
Overall, dd_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (8,11.0,25) frames.
Overall, ll_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (4,7.2,10) frames.
Overall, yy_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,10.9,29) frames.
Overall, on_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (12,18.8,42) frames.
Overall, ou_S accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.0,16) frames.
Overall, bb_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,14.6,48) frames.
Overall, oo_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (4,10.8,35) frames.
Overall, kk_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (3,9.2,16) frames.
Overall, ff_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.4,19) frames.
Overall, mm_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.7,20) frames.
Overall, ss_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.6,18) frames.
Overall, gg_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,14.8,39) frames.
Overall, jj_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (10,15.0,22) frames.
Overall, on_S accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (9,16.4,43) frames.
Overall, rr_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,16.2,44) frames.
Overall, vv_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (4,13.1,36) frames.
Overall, tt_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.6,16) frames.
Overall, kk_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (4,6.6,18) frames.
Overall, an_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,11.2,30) frames.
Overall, bb_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (4,10.7,25) frames.
Overall, on_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (3,7.1,12) frames.
Overall, yy_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (3,13.3,26) frames.
Overall, pp_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,9.2,15) frames.
Overall, aa_S accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (10,15.2,33) frames.
Overall, ii_S accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (3,5.2,10) frames.
The optional-silence phone SIL occupies 15.9% of frames overall 
Limiting the stats to the 87.2% of frames not covered by an utterance-[begin/end] phone, optional-silence SIL occupies 11.1% of frames.
Assuming 100 frames per second, the alignments represent 0.1 hours of data, or 0.1 hours if SIL frames are excluded.
Utterance-internal optional-silences SIL comprise 7.2% of utterance-internal phones, with duration (median, mean, 95-percentile) = (12,16.8,37)
# Accounting: time=0 threads=1
# Ended (code 0) at Fri Mar 12 16:40:48 CET 2021, elapsed time 0 seconds
