# gunzip -c exp/tri3a/decode/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py exp/tri3a/graph 
# Started at Fri Mar 12 14:57:46 CET 2021
#
At utterance begin, SIL accounts for 93.5% of phone occurrences, with duration (median, mean, 95-percentile) is (130,167.3,459) frames.
Overall, rr_I accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,10.5,33) frames.
Overall, l_B accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.3,14) frames.
Overall, tt_B accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.8,14) frames.
Overall, nn_E accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.4,10) frames.
Overall, aa_I accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.0,15) frames.
Overall, ei_E accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.9,15) frames.
Overall, u_E accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.7,11) frames.
Overall, ii_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (7,10.8,38) frames.
Overall, u_S accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (3,5.1,13) frames.
Overall, k_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.2,12) frames.
Overall, mm_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.2,15) frames.
Overall, tt_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.4,11) frames.
Overall, ss_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (10,9.5,14) frames.
Overall, ou_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (5,8.5,15) frames.
Overall, t_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.2,7) frames.
Overall, ai_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.5,15) frames.
Overall, ww_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.9,9) frames.
Overall, dd_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.4,12) frames.
Overall, ɛ_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.0,14) frames.
Overall, ai_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.1,9) frames.
Overall, n_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (5,8.1,10) frames.
Overall, p_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.8,7) frames.
Overall, e_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.6,13) frames.
Overall, ɑ_S accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.5,8) frames.
Overall, i_E accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.3,11) frames.
Overall, ei_I accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.4,9) frames.
Overall, ɑ̃_S accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (3,5.3,11) frames.
Overall, ou_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.5,12) frames.
Overall, mm_E accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (4,8.8,18) frames.
Overall, an_I accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (12,12.3,22) frames.
Overall, an_S accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.9,15) frames.
Overall, ai_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.1,8) frames.
The optional-silence phone SIL occupies 92.4% of frames overall 
Limiting the stats to the 27.6% of frames not covered by an utterance-[begin/end] phone, optional-silence SIL occupies 73.4% of frames.
Assuming 100 frames per second, the alignments represent 0.5 hours of data, or 0.0 hours if SIL frames are excluded.
Utterance-internal optional-silences SIL comprise 14.2% of utterance-internal phones, with duration (median, mean, 95-percentile) = (92,125.4,335)
# Accounting: time=0 threads=1
# Ended (code 0) at Fri Mar 12 14:57:46 CET 2021, elapsed time 0 seconds
